|Period ID|Period start|Period end|Race|Count of race in period|
|164|2016-05-26|2016-06-08|S|1|
|164|2016-05-26|2016-06-08|P|37|
|165|2016-06-09|2016-06-22|Z|39|
|165|2016-06-09|2016-06-22|T|23|
|165|2016-06-09|2016-06-22|S|1|
|165|2016-06-09|2016-06-22|P|37|
|166|2016-06-23|2016-07-06|Z|40|
|166|2016-06-23|2016-07-06|T|21|
|166|2016-06-23|2016-07-06|S|1|
|166|2016-06-23|2016-07-06|P|38|
|167|2016-07-07|2016-07-20|Z|38|
|167|2016-07-07|2016-07-20|T|22|
|167|2016-07-07|2016-07-20|S|1|
|167|2016-07-07|2016-07-20|P|39|
|168|2016-07-21|2016-08-03|Z|38|
|168|2016-07-21|2016-08-03|T|22|
|168|2016-07-21|2016-08-03|S|1|
|168|2016-07-21|2016-08-03|P|39|
|169|2016-08-04|2016-08-17|Z|38|
|169|2016-08-04|2016-08-17|T|20|
|169|2016-08-04|2016-08-17|S|1|
|169|2016-08-04|2016-08-17|P|41|
|170|2016-08-18|2016-08-31|Z|38|
|170|2016-08-18|2016-08-31|T|20|
|170|2016-08-18|2016-08-31|S|1|
|170|2016-08-18|2016-08-31|P|41|
|171|2016-09-01|2016-09-14|Z|38|
|171|2016-09-01|2016-09-14|T|20|
|171|2016-09-01|2016-09-14|S|1|
|171|2016-09-01|2016-09-14|P|41|
|172|2016-09-15|2016-09-28|Z|39|
|172|2016-09-15|2016-09-28|T|21|
|172|2016-09-15|2016-09-28|S|1|
|172|2016-09-15|2016-09-28|P|39|
|173|2016-09-29|2016-10-12|Z|38|
|173|2016-09-29|2016-10-12|T|21|
|173|2016-09-29|2016-10-12|S|1|
|173|2016-09-29|2016-10-12|P|40|
|174|2016-10-13|2016-10-26|Z|41|
|174|2016-10-13|2016-10-26|T|20|
|174|2016-10-13|2016-10-26|S|1|
|174|2016-10-13|2016-10-26|P|38|
|175|2016-10-27|2016-11-09|Z|41|
|175|2016-10-27|2016-11-09|T|20|
|175|2016-10-27|2016-11-09|S|1|
|175|2016-10-27|2016-11-09|P|38|
|176|2016-11-10|2016-11-23|Z|41|
|176|2016-11-10|2016-11-23|T|19|
|176|2016-11-10|2016-11-23|S|1|
|176|2016-11-10|2016-11-23|P|39|
|177|2016-11-24|2016-12-07|Z|41|
|177|2016-11-24|2016-12-07|T|18|
|177|2016-11-24|2016-12-07|S|1|
|177|2016-11-24|2016-12-07|P|40|
|178|2016-12-08|2016-12-21|Z|40|
|178|2016-12-08|2016-12-21|T|20|
|178|2016-12-08|2016-12-21|S|1|
|178|2016-12-08|2016-12-21|P|39|
|179|2016-12-22|2017-01-04|Z|40|
|179|2016-12-22|2017-01-04|T|21|
|179|2016-12-22|2017-01-04|S|1|
|179|2016-12-22|2017-01-04|P|38|
|180|2017-01-05|2017-01-18|Z|41|
|180|2017-01-05|2017-01-18|T|20|
|180|2017-01-05|2017-01-18|S|1|
|180|2017-01-05|2017-01-18|P|38|
|181|2017-01-19|2017-02-01|Z|40|
|181|2017-01-19|2017-02-01|T|22|
|181|2017-01-19|2017-02-01|S|1|
|181|2017-01-19|2017-02-01|P|37|
|182|2017-02-02|2017-02-15|Z|40|
|182|2017-02-02|2017-02-15|T|21|
|182|2017-02-02|2017-02-15|S|1|
|182|2017-02-02|2017-02-15|P|38|
|183|2017-02-16|2017-03-01|Z|40|
|183|2017-02-16|2017-03-01|T|21|
|183|2017-02-16|2017-03-01|S|1|
|183|2017-02-16|2017-03-01|P|38|
|184|2017-03-02|2017-03-15|Z|39|
|184|2017-03-02|2017-03-15|T|22|
|184|2017-03-02|2017-03-15|S|1|
|184|2017-03-02|2017-03-15|P|38|
|185|2017-03-16|2017-03-29|Z|39|
|185|2017-03-16|2017-03-29|T|22|
|185|2017-03-16|2017-03-29|S|1|
|185|2017-03-16|2017-03-29|P|38|
|186|2017-03-30|2017-04-12|Z|40|
|186|2017-03-30|2017-04-12|T|22|
|186|2017-03-30|2017-04-12|S|1|
|186|2017-03-30|2017-04-12|P|37|
|187|2017-04-13|2017-04-26|Z|40|
|187|2017-04-13|2017-04-26|T|22|
|187|2017-04-13|2017-04-26|S|1|
|187|2017-04-13|2017-04-26|P|37|
|188|2017-04-27|2017-05-10|Z|39|
|188|2017-04-27|2017-05-10|T|23|
|188|2017-04-27|2017-05-10|S|1|
|188|2017-04-27|2017-05-10|P|37|
|189|2017-05-11|2017-05-24|Z|38|
|189|2017-05-11|2017-05-24|T|24|
|189|2017-05-11|2017-05-24|S|1|
|189|2017-05-11|2017-05-24|P|37|
|190|2017-05-25|2017-06-07|Z|38|
|190|2017-05-25|2017-06-07|T|24|
|190|2017-05-25|2017-06-07|S|1|
|190|2017-05-25|2017-06-07|P|37|
|191|2017-06-08|2017-06-21|Z|38|
|191|2017-06-08|2017-06-21|T|25|
|191|2017-06-08|2017-06-21|S|1|
|191|2017-06-08|2017-06-21|P|36|
|192|2017-06-22|2017-07-05|Z|38|
|192|2017-06-22|2017-07-05|T|25|
|192|2017-06-22|2017-07-05|S|1|
|192|2017-06-22|2017-07-05|P|36|
|193|2017-07-06|2017-07-19|Z|38|
|193|2017-07-06|2017-07-19|T|25|
|193|2017-07-06|2017-07-19|S|1|
|193|2017-07-06|2017-07-19|P|36|
|194|2017-07-20|2017-08-02|Z|38|
|194|2017-07-20|2017-08-02|T|25|
|194|2017-07-20|2017-08-02|S|1|
|194|2017-07-20|2017-08-02|P|36|
|195|2017-08-03|2017-08-16|Z|38|
|195|2017-08-03|2017-08-16|T|25|
|195|2017-08-03|2017-08-16|S|1|
|195|2017-08-03|2017-08-16|P|36|
